City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
260,Makakilo City,US,2022-02-06 20:29:08,21.3469,-158.0858,79.12,65,0,8.05,clear sky
261,Pevek,RU,2022-02-06 20:29:09,69.7008,170.3133,-24.29,99,27,0.78,scattered clouds
262,Kota Bahru,MY,2022-02-06 20:29:09,6.1333,102.2386,80.55,83,20,5.75,few clouds
263,Henties Bay,NA,2022-02-06 20:29:10,-22.116,14.2845,68.86,79,89,8.5,overcast clouds
264,Batagay,RU,2022-02-06 20:27:41,67.6333,134.6333,-29.81,95,100,1.97,overcast clouds
265,Progreso,MX,2022-02-06 20:29:10,21.2833,-89.6667,75.31,73,48,11.21,scattered clouds
266,Okhotsk,RU,2022-02-06 20:29:11,59.3833,143.3,-0.71,70,100,10.63,overcast clouds
267,Tabuk,PH,2022-02-06 20:29:11,17.4189,121.4443,68.85,97,100,1.19,overcast clouds
268,College,US,2022-02-06 20:28:19,64.8569,-147.8028,-1.71,77,100,3.44,light snow
269,Inuvik,CA,2022-02-06 20:29:05,68.3499,-133.7218,-19.34,76,100,8.05,light snow
270,Buala,SB,2022-02-06 20:30:12,-8.145,159.5921,82.24,81,100,9.73,light rain
271,Natal,BR,2022-02-06 20:30:02,-5.795,-35.2094,84.85,65,0,14.97,clear sky
272,Lagoa,PT,2022-02-06 20:30:13,39.05,-27.9833,60.08,85,48,14.32,scattered clouds
273,Floro,NO,2022-02-06 20:30:13,61.5996,5.0328,37.96,80,75,28.77,broken clouds
274,Qaqortoq,GL,2022-02-06 20:30:13,60.7167,-46.0333,7.3,72,100,2.28,overcast clouds
275,Port Blair,IN,2022-02-06 20:25:51,11.6667,92.75,77.04,88,40,6.91,drizzle
276,Maniitsoq,GL,2022-02-06 20:30:14,65.4167,-52.9,4.03,73,100,13.11,overcast clouds
277,Acapulco,MX,2022-02-06 20:25:36,16.8634,-99.8901,85.82,51,20,12.66,few clouds
278,Ellensburg,US,2022-02-06 20:27:02,46.9965,-120.5479,51.31,77,0,0.0,clear sky
279,Darnah,LY,2022-02-06 20:30:15,32.767,22.6367,57.69,63,75,6.64,broken clouds
280,Raga,SS,2022-02-06 20:30:16,8.4596,25.678,67.39,20,86,4.27,overcast clouds
281,Karratha,AU,2022-02-06 20:27:34,-20.7377,116.8463,83.57,80,4,4.88,clear sky
282,Tambun,ID,2022-02-06 20:30:17,-6.2641,107.0712,78.04,89,94,6.42,light rain
283,Quebrangulo,BR,2022-02-06 20:30:17,-9.3189,-36.4711,79.79,64,20,15.86,few clouds
284,Perelyub,RU,2022-02-06 20:30:18,51.8667,50.3667,17.6,97,99,6.58,overcast clouds
285,Tuatapere,NZ,2022-02-06 20:30:18,-46.1333,167.6833,54.82,62,2,3.49,clear sky
286,Namie,JP,2022-02-06 20:30:18,37.4833,141.0,31.71,71,64,5.64,broken clouds
287,Valmiera,LV,2022-02-06 20:30:19,57.5411,25.4275,35.42,98,100,7.94,overcast clouds
288,Maneadero,MX,2022-02-06 20:30:19,31.7167,-116.5667,71.19,44,0,7.0,clear sky
289,Kenai,US,2022-02-06 20:30:20,60.5544,-151.2583,22.08,92,0,0.0,clear sky
290,Makubetsu,JP,2022-02-06 20:30:20,45.3714,141.8211,23.86,90,100,16.87,light snow
291,Camana,PE,2022-02-06 20:30:20,-16.6228,-72.7111,74.34,69,80,6.55,broken clouds
292,Honavar,IN,2022-02-06 20:30:21,14.2833,74.45,70.18,90,50,5.41,scattered clouds
293,Banjar,ID,2022-02-06 20:30:22,-8.19,114.9675,78.66,90,97,1.36,overcast clouds
294,Nueve De Julio,AR,2022-02-06 20:30:22,-35.4444,-60.8831,70.72,52,47,10.36,scattered clouds
295,Olafsvik,IS,2022-02-06 20:30:23,64.8945,-23.7142,28.15,72,100,20.45,overcast clouds
296,Surab,PK,2022-02-06 20:30:24,28.4914,66.2585,46.38,58,21,4.16,few clouds
297,Sorsk,RU,2022-02-06 20:30:25,54.0033,90.2467,4.55,86,100,1.83,overcast clouds
298,Cancun,MX,2022-02-06 20:30:25,21.1743,-86.8466,78.73,78,75,6.91,broken clouds
299,Stary Sacz,PL,2022-02-06 20:30:25,49.5636,20.635,41.83,75,100,9.6,overcast clouds
300,Mogadishu,SO,2022-02-06 20:30:26,2.0371,45.3438,76.8,83,78,19.3,broken clouds
301,Hasaki,JP,2022-02-06 20:25:43,35.7333,140.8333,27.0,43,1,21.45,clear sky
302,Santa Cruz De La Palma,ES,2022-02-06 20:30:27,28.6835,-17.7642,68.14,77,40,14.97,scattered clouds
303,Kayes,ML,2022-02-06 20:30:27,14.0,-11.0,83.28,8,0,7.65,clear sky
304,Damietta,EG,2022-02-06 20:30:28,31.4165,31.8133,57.09,77,0,6.87,clear sky
305,Mackenzie,CA,2022-02-06 20:30:28,55.2999,-123.1698,39.42,60,20,14.97,few clouds
306,Umm Kaddadah,SD,2022-02-06 20:30:29,13.6017,26.6876,58.55,21,100,15.03,overcast clouds
307,Hanyang,CN,2022-02-06 20:30:29,32.1371,105.5126,32.25,85,69,3.11,broken clouds
308,Daru,PG,2022-02-06 20:30:29,-9.0763,143.2092,78.31,86,100,5.59,overcast clouds
309,Klaksvik,FO,2022-02-06 20:30:30,62.2266,-6.589,34.72,55,90,37.42,overcast clouds
310,Santa Isabel Do Rio Negro,BR,2022-02-06 20:30:30,-0.4139,-65.0192,80.2,76,100,5.37,moderate rain
311,Udachnyy,RU,2022-02-06 20:30:31,66.4167,112.4,-19.55,82,99,3.44,overcast clouds
312,Komsomolsk,UA,2022-02-06 20:30:31,49.0097,33.6455,29.14,84,61,10.49,broken clouds
313,Ornes,NO,2022-02-06 20:30:32,66.8689,13.7078,30.31,69,100,8.55,overcast clouds
314,Chapais,CA,2022-02-06 20:30:32,49.7834,-74.8492,6.58,94,100,9.55,light snow
315,Talnakh,RU,2022-02-06 20:28:37,69.4865,88.3972,-26.81,98,54,2.28,broken clouds
316,Margate,GB,2022-02-06 20:28:29,51.3813,1.3862,47.91,69,80,10.0,broken clouds
317,Dzilam Gonzalez,MX,2022-02-06 20:31:33,21.2833,-88.9333,76.41,64,82,8.37,broken clouds
318,Panalingaan,PH,2022-02-06 20:31:34,8.7842,117.4231,77.05,82,100,4.54,overcast clouds
319,Bowling Green,US,2022-02-06 20:30:01,36.9903,-86.4436,50.11,47,0,8.05,clear sky
320,Junagarh,IN,2022-02-06 20:31:34,19.8667,82.9333,58.06,31,52,2.8,broken clouds
321,Jalu,LY,2022-02-06 20:31:35,29.0331,21.5482,59.56,30,25,5.95,scattered clouds
322,Synya,RU,2022-02-06 20:30:29,65.3718,58.0387,-6.99,98,42,2.77,scattered clouds
323,Shanghai,CN,2022-02-06 20:31:35,31.2222,121.4581,42.67,56,0,1.99,light rain
324,Orumiyeh,IR,2022-02-06 20:31:36,37.5527,45.0761,24.35,68,0,4.61,clear sky
325,Road Town,VG,2022-02-06 20:27:43,18.4167,-64.6167,75.29,88,75,18.41,broken clouds
326,Broome,US,2022-02-06 20:31:36,42.2506,-75.833,31.01,65,0,5.01,clear sky
327,Lebedyn,UA,2022-02-06 20:31:37,50.5852,34.4849,26.29,94,91,9.46,overcast clouds
328,Shestakovo,RU,2022-02-06 20:31:37,56.4915,103.96,7.84,99,100,2.62,overcast clouds
329,Guerrero Negro,MX,2022-02-06 20:31:38,27.9769,-114.0611,68.76,22,0,8.34,clear sky
330,Zavet,BG,2022-02-06 20:31:38,43.7667,26.6667,37.38,59,75,8.01,broken clouds
331,Changde,CN,2022-02-06 20:31:39,29.0464,111.6783,32.16,99,100,8.63,snow
332,Jaguey Grande,CU,2022-02-06 20:31:39,22.5269,-81.1286,81.25,53,53,9.66,broken clouds
333,Mimongo,GA,2022-02-06 20:31:40,-1.6195,11.6068,69.98,95,11,1.36,few clouds
334,Banda Aceh,ID,2022-02-06 20:31:40,5.5577,95.3222,76.39,89,100,7.2,light rain
335,Timbiqui,CO,2022-02-06 20:31:40,2.7717,-77.6654,78.69,86,66,6.73,moderate rain
336,Tazovskiy,RU,2022-02-06 20:31:41,67.4667,78.7,-24.07,100,97,2.37,overcast clouds
337,Vardo,NO,2022-02-06 20:31:41,70.3705,31.1107,26.58,74,75,20.71,broken clouds
338,Villazon,BO,2022-02-06 20:31:42,-22.0866,-65.5942,58.44,50,33,18.99,scattered clouds
339,Airai,TL,2022-02-06 20:31:42,-8.9266,125.4092,60.35,89,88,1.83,overcast clouds
340,Zhangjiakou,CN,2022-02-06 20:28:01,40.81,114.8794,13.55,61,89,5.26,light snow
341,Clyde River,CA,2022-02-06 20:28:40,70.4692,-68.5914,-30.77,75,75,8.05,haze
342,Gigmoto,PH,2022-02-06 20:31:43,13.7796,124.39,77.09,86,97,13.49,overcast clouds
343,Ancud,CL,2022-02-06 20:31:44,-41.8697,-73.8203,75.22,68,8,7.45,clear sky
344,Mataram,ID,2022-02-06 20:31:44,-8.5833,116.1167,76.01,87,81,8.1,broken clouds
345,Itarema,BR,2022-02-06 20:31:45,-2.9248,-39.9167,80.58,75,79,12.21,broken clouds
346,Pringsewu,ID,2022-02-06 20:31:46,-5.3582,104.9744,71.82,97,100,2.48,overcast clouds
347,Kaeo,NZ,2022-02-06 20:31:46,-35.1,173.7833,74.32,98,100,4.88,overcast clouds
348,Rio Grande,BR,2022-02-06 20:31:47,-32.035,-52.0986,78.91,59,70,11.83,broken clouds
349,Lososina,RU,2022-02-06 20:31:47,48.9975,140.3106,2.3,83,26,6.26,scattered clouds
350,Lompoc,US,2022-02-06 20:27:07,34.6391,-120.4579,77.68,38,0,4.61,clear sky
351,Roma,US,2022-02-06 20:31:48,43.2128,-75.4557,31.86,55,0,12.66,clear sky
352,Varna,BG,2022-02-06 20:31:49,43.2167,27.9167,40.44,86,0,5.75,clear sky
353,Onega,RU,2022-02-06 20:31:49,63.9061,38.1404,10.99,93,92,10.96,overcast clouds
354,Filadelfia,US,2022-02-06 20:30:02,39.9523,-75.1638,38.44,45,20,1.01,few clouds
355,Campbellton,CA,2022-02-06 20:31:50,48.0075,-66.6727,10.85,90,95,1.21,overcast clouds
356,Amapa,BR,2022-02-06 20:31:50,1.0,-52.0,72.23,99,100,3.44,overcast clouds
357,Shahrud,IR,2022-02-06 20:31:51,36.4182,54.9763,30.18,66,23,3.49,few clouds
358,Kapuskasing,CA,2022-02-06 20:31:51,49.4169,-82.4331,15.89,79,100,5.75,overcast clouds
359,Santa Marta,CO,2022-02-06 20:31:52,11.2408,-74.199,94.33,58,20,9.22,few clouds
360,Kushiro,JP,2022-02-06 20:29:00,42.975,144.3747,18.05,75,16,5.99,few clouds
361,Kenora,CA,2022-02-06 20:32:53,49.8167,-94.4337,9.79,72,20,5.75,few clouds
362,Mabaruma,GY,2022-02-06 20:32:53,8.2,-59.7833,75.88,95,92,5.59,overcast clouds
363,North Bend,US,2022-02-06 20:32:54,43.4065,-124.2243,62.85,72,0,8.05,clear sky
364,Gimli,CA,2022-02-06 20:28:27,50.6336,-96.9907,7.12,61,88,4.61,overcast clouds
365,Talmenka,RU,2022-02-06 20:32:54,53.8183,83.5677,13.44,98,73,1.77,broken clouds
366,Yablonovo,RU,2022-02-06 20:32:54,50.8523,37.3574,31.86,93,100,9.66,overcast clouds
367,Batemans Bay,AU,2022-02-06 20:30:14,-35.7167,150.1833,64.09,86,56,7.9,broken clouds
368,Azanka,RU,2022-02-06 20:32:55,58.0401,64.7893,9.91,95,100,5.19,overcast clouds
369,Severo-Kurilsk,RU,2022-02-06 20:32:56,50.6789,156.125,29.71,85,100,15.1,light snow
370,Husavik,IS,2022-02-06 20:30:57,66.0449,-17.3389,24.71,77,99,1.79,overcast clouds
371,Malanje,AO,2022-02-06 20:32:56,-9.5402,16.341,64.35,72,99,3.47,overcast clouds
372,Paraopeba,BR,2022-02-06 20:32:57,-19.2757,-44.4033,76.55,96,100,3.33,overcast clouds
373,Sesori,SV,2022-02-06 20:32:57,13.7167,-88.3667,91.76,37,78,0.58,broken clouds
374,Zhezkazgan,KZ,2022-02-06 20:32:58,47.8043,67.7144,26.04,96,100,14.97,snow
375,Iquitos,PE,2022-02-06 20:32:05,-3.7481,-73.2472,87.84,62,40,5.75,scattered clouds
376,Nancha,CN,2022-02-06 20:32:59,47.1333,129.2667,-5.22,99,79,2.55,broken clouds
377,Izvestkovyy,RU,2022-02-06 20:32:59,48.9833,131.55,-12.01,99,97,2.51,overcast clouds
378,Karlskoga,SE,2022-02-06 20:33:00,59.3267,14.5239,34.92,91,28,6.82,scattered clouds
379,Ugoofaaru,MV,2022-02-06 20:33:00,5.6667,73.0,80.64,70,84,7.9,broken clouds
380,Kununurra,AU,2022-02-06 20:31:00,-15.7667,128.7333,75.18,100,75,1.14,light rain
381,Yar-Sale,RU,2022-02-06 20:33:01,66.8333,70.8333,-10.95,100,84,7.96,broken clouds
382,Labuhan,ID,2022-02-06 20:33:01,-6.8844,112.2051,77.36,89,100,5.91,overcast clouds
383,Buchanan,LR,2022-02-06 20:33:03,5.8808,-10.0467,78.76,82,11,7.27,few clouds
384,Araouane,ML,2022-02-06 20:33:04,18.9048,-3.5265,68.63,10,0,8.61,clear sky
385,Paamiut,GL,2022-02-06 20:33:04,61.994,-49.6678,4.68,80,100,11.25,overcast clouds
386,Pontianak,ID,2022-02-06 20:33:05,-0.0333,109.3333,73.38,100,75,2.3,moderate rain
387,Puerto Lopez,CO,2022-02-06 20:33:05,4.0845,-72.956,95.45,30,70,7.76,broken clouds
388,Caravelas,BR,2022-02-06 20:33:06,-17.7125,-39.2481,79.0,81,7,7.96,clear sky
389,Sistranda,NO,2022-02-06 20:33:06,63.7256,8.834,37.9,70,99,36.15,moderate rain
390,Iqaluit,CA,2022-02-06 20:30:12,63.7506,-68.5145,-34.31,65,20,4.0,few clouds
391,Kulhudhuffushi,MV,2022-02-06 20:33:07,6.6221,73.07,80.11,72,66,9.51,broken clouds
392,Nichinan,JP,2022-02-06 20:33:07,31.6,131.3667,34.75,64,93,4.18,overcast clouds
393,Santa Rosa,PH,2022-02-06 20:30:52,14.3122,121.1114,78.78,82,94,12.68,overcast clouds
394,Kostomuksha,RU,2022-02-06 20:33:08,64.571,30.5767,22.1,94,100,12.55,light snow
395,Cortez,US,2022-02-06 20:33:09,37.3489,-108.5859,43.56,22,0,10.02,clear sky
396,Navolato,MX,2022-02-06 20:30:20,24.7672,-107.6944,78.64,25,5,13.22,clear sky
397,Mecca,SA,2022-02-06 20:33:09,21.4267,39.8261,67.37,44,3,5.21,clear sky
398,Grindavik,IS,2022-02-06 20:30:11,63.8424,-22.4338,27.07,74,100,9.22,overcast clouds
399,Moose Factory,CA,2022-02-06 20:33:10,51.2585,-80.6094,5.0,78,100,10.36,overcast clouds
400,Manbij,SY,2022-02-06 20:33:10,36.5281,37.9549,38.17,75,38,4.07,scattered clouds
401,Bambanglipuro,ID,2022-02-06 20:33:11,-7.95,110.2833,76.12,87,100,3.58,overcast clouds
402,La Ronge,CA,2022-02-06 20:31:19,55.1001,-105.2842,7.05,78,100,11.5,overcast clouds
403,Broken Hill,AU,2022-02-06 20:32:21,-31.95,141.4333,67.71,45,40,11.5,scattered clouds
404,Aykhal,RU,2022-02-06 20:33:12,66.0,111.5,-21.59,98,100,5.46,overcast clouds
405,Walvis Bay,NA,2022-02-06 20:30:14,-22.9575,14.5053,72.55,78,100,5.75,overcast clouds
406,Portland,US,2022-02-06 20:30:24,45.5234,-122.6762,61.84,73,20,1.01,few clouds
407,Oranjestad,AW,2022-02-06 20:34:13,12.524,-70.027,82.35,69,75,18.41,broken clouds
408,Nome,US,2022-02-06 20:34:13,64.5011,-165.4064,-0.33,60,0,11.5,clear sky
409,Ordzhonikidze,KZ,2022-02-06 20:34:14,52.4411,61.7408,16.0,93,100,4.0,light snow
410,Komsomolskiy,UZ,2022-02-06 20:34:14,40.4272,71.7189,39.92,81,75,6.91,broken clouds
411,Rapid Valley,US,2022-02-06 20:32:39,44.0625,-103.1463,46.44,32,40,3.0,scattered clouds
412,Toila,EE,2022-02-06 20:34:15,59.4236,27.5025,32.32,97,100,12.21,snow
413,Tadine,NC,2022-02-06 20:34:16,-21.55,167.8833,82.18,79,96,4.14,overcast clouds
414,Le Lamentin,MQ,2022-02-06 20:30:08,14.6153,-61.0019,82.38,42,75,16.11,broken clouds
415,Sharjah,AE,2022-02-06 20:29:46,25.3573,55.4033,68.29,52,20,10.36,few clouds
416,Methoni,GR,2022-02-06 20:34:16,36.8197,21.7049,57.22,78,80,6.76,broken clouds
417,Dingle,PH,2022-02-06 20:30:12,10.9995,122.6711,72.93,90,80,8.14,broken clouds
418,Rogovatoye,RU,2022-02-06 20:34:17,51.23,38.3818,27.84,94,100,9.89,overcast clouds
419,Kolondieba,ML,2022-02-06 20:34:18,11.0882,-6.8926,78.89,11,0,4.97,clear sky
420,Bira,RU,2022-02-06 20:34:18,49.0,132.4667,-5.35,97,99,2.44,overcast clouds
421,Kungurtug,RU,2022-02-06 20:34:19,50.5994,97.5228,-12.71,95,26,1.66,scattered clouds
422,Chenzhou,CN,2022-02-06 20:34:20,25.8,113.0333,42.6,97,100,6.38,moderate rain
423,Nacala,MZ,2022-02-06 20:34:20,-14.5428,40.6728,76.95,86,19,6.46,few clouds
424,Balabac,PH,2022-02-06 20:34:20,7.9868,117.0645,80.4,82,100,19.73,overcast clouds
425,Narsaq,GL,2022-02-06 20:34:21,60.9167,-46.05,7.02,82,100,1.63,overcast clouds
426,Mendoza,AR,2022-02-06 20:31:47,-32.8908,-68.8272,78.33,41,20,6.91,few clouds
427,Darhan,MN,2022-02-06 20:34:22,49.4867,105.9228,-4.9,93,19,5.3,light snow
428,Sochi,RU,2022-02-06 20:34:22,43.6,39.7303,35.69,77,100,5.5,overcast clouds
429,Moron,AR,2022-02-06 20:34:22,-34.6534,-58.6198,72.95,57,73,13.02,broken clouds
430,Khani,GE,2022-02-06 20:34:23,41.9563,42.9566,24.37,99,100,1.92,snow
431,Waipawa,NZ,2022-02-06 20:34:23,-41.4122,175.5153,58.46,77,100,12.8,overcast clouds
432,Ugra,RU,2022-02-06 20:34:24,54.7777,34.3267,28.87,93,100,9.08,overcast clouds
433,Altamira,BR,2022-02-06 20:34:24,-3.2033,-52.2064,84.29,74,40,3.44,scattered clouds
434,Sur,OM,2022-02-06 20:34:25,22.5667,59.5289,70.5,70,1,4.97,clear sky
435,Baykit,RU,2022-02-06 20:34:25,61.67,96.37,-3.57,99,100,2.28,overcast clouds
436,Itaguai,BR,2022-02-06 20:34:26,-22.8522,-43.7753,87.42,70,40,6.91,scattered clouds
437,Alyangula,AU,2022-02-06 20:32:18,-13.8483,136.4192,75.07,100,79,0.0,broken clouds
438,Bilma,NE,2022-02-06 20:33:52,18.6853,12.9164,63.61,15,0,7.87,clear sky
439,Taksimo,RU,2022-02-06 20:34:27,56.3444,114.8794,-7.96,98,100,0.49,overcast clouds
440,Coquimbo,CL,2022-02-06 20:31:25,-29.9533,-71.3436,67.73,72,40,12.66,scattered clouds
441,Yerazgavors,AM,2022-02-06 20:34:28,40.7,43.75,16.18,73,68,2.3,broken clouds
442,Ostrovnoy,RU,2022-02-06 20:30:26,68.0531,39.5131,14.34,86,99,21.59,overcast clouds
443,Bandar,ID,2022-02-06 20:34:29,2.05,99.75,73.33,84,100,2.21,overcast clouds
444,Leh,IN,2022-02-06 20:34:29,34.1667,77.5833,10.09,90,95,2.55,overcast clouds
445,Harlingen,US,2022-02-06 20:29:43,26.1906,-97.6961,65.34,56,100,4.61,overcast clouds
446,Novotroitskaya,RU,2022-02-06 20:34:30,45.3267,41.5253,31.95,95,100,6.04,overcast clouds
447,Esmeraldas,BR,2022-02-06 20:33:02,-19.7625,-44.3139,76.24,96,100,4.36,overcast clouds
448,Clarence Town,AU,2022-02-06 20:34:30,-32.5833,151.7833,72.86,84,23,5.73,few clouds
449,Shenjiamen,CN,2022-02-06 20:34:31,29.9576,122.298,42.55,82,100,15.39,light rain
450,Haverfordwest,GB,2022-02-06 20:31:04,51.8017,-4.9691,45.99,75,27,5.01,scattered clouds
451,Pangoa,PE,2022-02-06 20:32:04,-12.1167,-73.0,79.34,67,100,0.43,moderate rain
452,Navirai,BR,2022-02-06 20:34:32,-23.065,-54.1906,81.99,54,82,3.33,broken clouds
453,Keflavik,IS,2022-02-06 20:34:32,64.0049,-22.5624,27.03,74,100,9.22,overcast clouds
454,Bandarbeyla,SO,2022-02-06 20:35:33,9.4942,50.8122,75.31,74,73,13.76,broken clouds
455,Luoyang,CN,2022-02-06 20:35:33,34.6836,112.4536,32.32,56,100,3.0,overcast clouds
456,Kidodi,TZ,2022-02-06 20:35:34,-7.6036,37.0044,72.41,95,99,3.91,light rain
457,Samarai,PG,2022-02-06 20:32:07,-10.6167,150.6667,81.73,76,100,9.24,overcast clouds
458,Lebane,RS,2022-02-06 20:35:34,42.9239,21.7375,36.64,87,11,7.11,few clouds
459,Zhuhai,CN,2022-02-06 20:35:35,22.2769,113.5678,62.31,82,20,16.11,few clouds
460,Voznesenye,RU,2022-02-06 20:35:35,61.0106,35.4781,15.69,91,78,10.04,broken clouds
461,Shangrao,CN,2022-02-06 20:35:36,28.4532,117.9686,38.52,95,100,6.85,light rain
462,Arman,RU,2022-02-06 20:35:36,59.7,150.1667,2.01,72,50,10.74,scattered clouds
463,Urucara,BR,2022-02-06 20:35:37,-2.5364,-57.76,77.88,94,100,1.39,moderate rain
464,Obera,AR,2022-02-06 20:31:16,-27.4871,-55.1199,83.64,24,0,6.24,clear sky
465,Emerald,AU,2022-02-06 20:31:40,-23.5333,148.1667,68.14,77,0,9.22,clear sky
466,Bakel,SN,2022-02-06 20:35:37,14.905,-12.4568,82.92,9,0,9.37,clear sky
467,Cuamba,MZ,2022-02-06 20:35:38,-14.8031,36.5372,66.34,94,4,4.16,clear sky
468,Nabire,ID,2022-02-06 20:35:38,-3.3667,135.4833,76.17,90,99,2.44,overcast clouds
469,Pedasi,PA,2022-02-06 20:35:39,7.5333,-80.0333,82.04,67,4,11.63,clear sky
470,Esna,EG,2022-02-06 20:35:39,25.2934,32.554,57.22,37,0,10.16,clear sky
471,Linxia,CN,2022-02-06 20:35:39,35.6003,103.2064,7.32,95,100,3.33,overcast clouds
472,Malakal,SS,2022-02-06 20:35:40,9.5334,31.6605,75.29,14,76,9.24,broken clouds
473,Ankang,CN,2022-02-06 20:35:40,32.68,109.0172,28.02,94,100,1.48,overcast clouds
474,Rush,IE,2022-02-06 20:35:41,53.5223,-6.0931,42.96,86,20,13.8,few clouds
475,Bonito,BR,2022-02-06 20:35:41,-21.1211,-56.4819,83.98,48,98,9.73,overcast clouds
476,Sohbatpur,PK,2022-02-06 20:35:42,28.5202,68.5434,62.11,33,26,6.06,scattered clouds
477,Ubauro,PK,2022-02-06 20:35:42,28.1652,69.7289,61.41,34,23,12.41,few clouds
478,Constantine,DZ,2022-02-06 20:35:42,36.365,6.6147,42.21,87,20,2.3,few clouds
479,Basco,PH,2022-02-06 20:35:43,20.4487,121.9702,72.84,72,100,26.73,overcast clouds
480,Devonport,AU,2022-02-06 20:35:43,-41.1667,146.35,60.01,81,15,7.7,few clouds
481,Saint-Augustin,CA,2022-02-06 20:35:44,51.226,-58.6502,-9.62,79,4,7.16,clear sky
482,Tyumentsevo,RU,2022-02-06 20:35:45,53.3224,81.498,-2.06,99,40,3.47,scattered clouds
483,Chernyshevsk,RU,2022-02-06 20:35:45,52.5243,117.0174,-19.97,100,78,1.25,broken clouds
484,Fairhope,US,2022-02-06 20:35:46,30.523,-87.9033,61.14,39,0,4.61,clear sky
485,San Juan,AR,2022-02-06 20:34:02,-31.5375,-68.5364,82.62,27,0,6.24,clear sky
486,Ambilobe,MG,2022-02-06 20:35:47,-13.2,49.05,74.71,93,98,2.62,light rain
487,Simpang,ID,2022-02-06 20:35:47,-1.2667,104.0833,73.33,96,100,3.76,overcast clouds
488,Lukulu,ZM,2022-02-06 20:35:48,-14.3707,23.242,66.0,96,100,3.15,moderate rain
489,Venustiano Carranza,MX,2022-02-06 20:35:48,19.43,-99.0992,71.15,29,40,5.01,scattered clouds
490,Kuytun,RU,2022-02-06 20:35:48,54.3419,101.5036,8.8,96,99,2.13,overcast clouds
491,Ajdabiya,LY,2022-02-06 20:35:50,30.7554,20.2263,57.63,48,100,2.13,overcast clouds
492,Ambulu,ID,2022-02-06 20:35:50,-8.345,113.6058,75.34,92,100,3.22,overcast clouds
493,Manavalakurichi,IN,2022-02-06 20:35:51,8.1333,77.3,80.69,79,75,5.86,broken clouds
494,Ndende,GA,2022-02-06 20:35:51,-2.4008,11.3581,74.35,94,27,2.06,scattered clouds
495,Sao Filipe,CV,2022-02-06 20:33:10,14.8961,-24.4956,73.08,74,0,8.7,clear sky
496,Krasnoselkup,RU,2022-02-06 20:32:04,65.7,82.4667,-20.58,100,30,7.92,scattered clouds
497,Monrovia,LR,2022-02-06 20:35:52,6.3005,-10.7969,78.57,82,5,9.01,clear sky
498,Fuerte Olimpo,PY,2022-02-06 20:35:52,-21.0415,-57.8738,89.73,35,96,7.99,overcast clouds
499,Banyo,CM,2022-02-06 20:35:53,6.75,11.8167,70.05,27,3,4.14,clear sky
500,Qostanay,KZ,2022-02-06 20:35:53,53.1667,63.5833,7.81,88,84,7.25,broken clouds
501,Biskamzha,RU,2022-02-06 20:35:54,53.4497,89.5272,6.69,89,95,1.92,overcast clouds
502,Sept-Iles,CA,2022-02-06 20:36:54,50.2001,-66.3821,7.05,61,75,7.0,broken clouds
503,Chumikan,RU,2022-02-06 20:36:55,54.7183,135.315,-11.49,89,60,11.48,broken clouds
504,Comacchio,IT,2022-02-06 20:36:56,44.6975,12.1858,43.02,79,94,6.96,overcast clouds
505,Thinadhoo,MV,2022-02-06 20:32:18,0.5333,72.9333,82.35,68,77,11.21,broken clouds
506,Carthage,TN,2022-02-06 20:36:56,36.8611,10.3316,53.46,76,20,8.05,few clouds
507,Manaure,CO,2022-02-06 20:36:57,11.7751,-72.4445,84.31,66,21,16.33,few clouds
508,Dekar,BW,2022-02-06 20:36:57,-21.5333,21.9333,74.64,48,91,11.54,overcast clouds
509,Luanda,AO,2022-02-06 20:33:04,-8.8368,13.2343,75.78,82,99,10.76,overcast clouds
510,Pitimbu,BR,2022-02-06 20:36:58,-7.4706,-34.8086,82.99,68,8,12.35,clear sky
511,Scottsbluff,US,2022-02-06 20:36:59,41.8666,-103.6672,44.83,45,40,10.0,scattered clouds
512,Beloha,MG,2022-02-06 20:36:59,-25.1667,45.05,74.26,94,100,18.43,light rain
513,Farah,AF,2022-02-06 20:36:59,32.5,62.5,43.97,50,0,3.74,clear sky
514,Melville,US,2022-02-06 20:37:00,40.7934,-73.4151,32.56,64,0,1.99,clear sky
515,Neuquen,AR,2022-02-06 20:35:46,-38.9516,-68.0591,87.69,23,0,3.44,clear sky
516,Ekhabi,RU,2022-02-06 20:37:00,53.5102,142.9671,1.62,93,100,23.15,light snow
517,Gat,IL,2022-02-06 20:34:28,31.61,34.7642,55.9,100,9,7.81,clear sky
518,Baie-Comeau,CA,2022-02-06 20:37:01,49.2168,-68.1489,6.48,61,20,4.61,few clouds
519,Thomastown,IE,2022-02-06 20:37:02,52.5267,-7.1372,45.43,82,13,7.81,few clouds
520,Ulladulla,AU,2022-02-06 20:37:02,-35.35,150.4667,61.77,80,70,10.49,broken clouds
521,Aracati,BR,2022-02-06 20:37:03,-4.5617,-37.7697,81.05,67,12,9.26,few clouds
522,Mandera,KE,2022-02-06 20:35:55,3.9366,41.867,83.41,20,71,9.98,broken clouds
523,Waingapu,ID,2022-02-06 20:37:03,-9.6567,120.2641,78.6,85,76,3.89,broken clouds
524,Pimentel,PE,2022-02-06 20:37:04,-6.8367,-79.9342,79.09,53,0,14.97,clear sky
